food_id,name_kr,serving_g,carb_g,protein_g,fat_g,sugar_g,sodium_mg
baecudoenjanggug,배추된장국,700.0,11.039,13.958,3.6259999999999994,0.0,2321.4800000000005
bbyeodagwihaejanggug,뼈다귀해장국,1000.0,29.71,53.629999999999995,45.370000000000005,0.0,3093.6
seonji(haejang)gug,선지(해장)국,1000.0,22.29,48.099999999999994,5.029999999999999,0.0,3053.19
kongnamulgug,콩나물국,400.0,1.2610000000000001,1.8219999999999998,1.4220000000000002,0.0,752.425
sigeumcidoenjanggug,시금치된장국,400.0,9.896,16.688,3.3880000000000003,0.0,1381.248
siraegidoenjanggug,시래기된장국,450.0,10.683000000000002,10.017,2.5425,0.0,1535.6295
ssugdoenjanggug,쑥된장국,450.0,17.165499999999998,13.211,2.5520000000000005,0.0,1799.6
augdoenjanggug,아욱된장국,450.0,9.963,11.997,2.9385,0.0,1462.1265
ugeojidoenjanggug,우거지된장국,450.0,13.716,6.444,1.8135000000000001,0.0,1593.99
ugeojihaejanggug,우거지해장국,600.0,14.856399999999999,14.1856,5.725200000000001,0.0,1972.0879999999997
ureongdoenjanggug,우렁된장국,500.0,21.189999999999998,24.72,7.049999999999999,0.0,2150.425
galbitang,갈비탕,600.0,8.208,18.672,14.333999999999998,0.0,1688.43
gamjatang,감자탕,900.0,49.6375,60.553,58.2825,0.9006,2439.3815
gomtang,곰탕,300.0,15.498000000000001,16.593,5.436000000000001,0.0,713.6429999999999
maeuntang,매운탕,600.0,18.828,37.164,21.564000000000004,1.548,2130.9539999999997
ggorigomtang,꼬리곰탕,700.0,10.934400000000002,54.86630000000001,52.80270000000001,0.0,764.7313
ggocgetang,꽃게탕,600.0,20.772,31.703999999999997,5.49,0.0,2268.8579999999997
nagjitang,낙지탕,600.0,11.766000000000002,29.214000000000002,2.7300000000000004,0.0,1711.1219999999998
naejangtang,내장탕,700.0,13.699,56.973,31.506999999999998,0.0,2383.0730000000003
dalggomtang,닭곰탕,650.0,15.392,58.876999999999995,24.141000000000002,0.0,1005.1860000000001
dalgboggeumtang,닭볶음탕,300.0,19.173,33.846000000000004,17.319000000000003,2.016,1030.455
jiritang,지리탕,600.0,10.5235,38.343500000000006,8.359,0.0,1685.164
doganitang,도가니탕,800.0,5.584,54.6,34.767999999999994,0.0,599.272
samgyetang,삼계탕,1000.0,44.080000000000005,76.64600000000002,40.57449999999999,0.0,1211.3165
seolreongtang,설렁탕,600.0,10.937999999999999,52.709999999999994,18.203999999999997,0.0,725.1600000000001
altang,알탕,700.0,49.522499999999994,49.2075,6.9795,14.850000000000001,2393.2860000000005
yeonpotang,연포탕,1000.0,21.64,91.65,9.2,0.0,2307.0699999999997
oritang,오리탕,600.0,24.156,43.21200000000001,21.636,1.032,1849.9260000000002
cueotang,추어탕,700.0,24.416,37.366,11.508000000000001,1.806,2077.1520000000005
haemultang,해물탕,600.0,19.584000000000003,41.742,3.3839999999999995,1.548,2071.986
dalggaejang,닭개장,700.0,19.182799999999997,33.741600000000005,14.946399999999999,0.0,1786.0336
yuggaejang,육개장,440.0,11.622300000000001,13.438699999999999,5.8672,0.0,1112.7844
bbyeohaejanggug,뼈해장국,1000.0,25.420000000000005,67.92,37.16,0.0,3192.46
miyeogoinaenggug,미역오이냉국,450.0,19.7415,5.606999999999999,1.3544999999999998,8.991,1483.6005
godeungeojjigae,고등어찌개,600.0,32.034000000000006,59.16000000000001,28.2,0.0,2599.7100000000005
ggongcijjigae,꽁치찌개,300.0,14.478000000000002,29.511000000000006,20.685000000000006,0.7224,1296.3300000000002
dongtaejjigae,동태찌개,800.0,18.943999999999996,59.56799999999999,7.800000000000001,1.3760000000000001,2487.544
budaejjigae,부대찌개,600.0,46.806,27.714,28.482,0.0,2689.188
doenjangjjigae,된장찌개,400.0,15.976,11.708,5.267999999999999,0.0,2021.7800000000002
ceonggugjangjjigae,청국장찌개,400.0,14.968,25.844,14.432,0.0,1839.752
dubujeongol,두부전골,500.0,16.195,29.145,19.150000000000002,0.8600000000000001,1651.525
gobcangjeongol,곱창전골,600.0,26.886,38.34600000000001,34.728,0.0,1750.422
sogogijeongol,소고기전골,300.0,16.548000000000002,19.467000000000002,7.542,0.0,1090.149
gugsujeongol,국수전골,400.0,66.928,45.291999999999994,22.387999999999998,3.996,1524.6279999999997
dwaejigogigimcijjigae,돼지고기김치찌개,400.0,9.328,15.5,18.256,0.0,1961.476
beoseosjjigae,버섯찌개,400.0,15.259999999999998,16.644,7.524,0.0,1267.812
camcigimcijjigae,참치김치찌개,400.0,13.331999999999995,16.855999999999998,10.887999999999998,0.0,2604.4519999999998
sundubujjigae,순두부찌개,400.0,8.78,14.716000000000001,14.032,0.0,1331.3120000000001
kongbijijjigae,콩비지찌개,400.0,24.516000000000002,15.964,12.807999999999998,0.0,1206.328
haemgimcijjigae,햄김치찌개,300.0,15.4367,11.626099999999997,10.6807,0.0,1527.8156999999999
hobagjjigae,호박찌개,300.0,12.735000000000001,7.779000000000001,2.3369999999999997,2.064,1028.145
gocujangjjigae,고추장찌개,500.0,20.083199999999998,25.617599999999996,12.345599999999997,0.0,935.1456000000001
daegujjim,대구찜,500.0,26.424999999999997,54.08000000000001,8.43,0.0,1888.04
domijjim,도미찜,100.0,0.756,21.006,3.684,0.0,882.04
muneosughoe,문어숙회,80.0,0.1824,14.136000000000003,0.7296,0.0,222.83200000000002
agwijjim,아귀찜,400.0,17.588,48.848,6.676000000000001,0.0,1463.3119999999997
jogijjim,조기찜,100.0,1.813,22.271,9.195,0.34079999999999994,631.892
camggomag,참꼬막,80.0,4.920799999999999,12.983200000000004,2.1712000000000002,1.5984,400.228
haemuljjim,해물찜,500.0,36.02,50.275000000000006,8.935,0.0,2213.4350000000004
sogalbijjim,소갈비찜,250.0,11.310000000000002,42.545,29.165,0.0,768.4225000000001
dwaejigalbijjim,돼지갈비찜,170.1,8.82,20.564999999999998,14.418000000000001,1.7639999999999998,946.677
dwaejigogisuyug,돼지고기수육,300.0,8.694199999999999,61.4684,99.51639999999998,0.0,389.5309
jjimdalg,찜닭,1500.0,140.6418,114.90200000000002,36.543800000000005,57.524,5290.091
jogbal,족발,150.0,32.300000000000004,26.019999999999996,16.62,0.0,839.1449
dalgyaljjim,달걀찜,250.0,4.8075,16.202499999999997,10.912500000000003,0.0,860.3175
dalggalbi,닭갈비,300.0,24.543,52.29599999999999,28.887,3.513,975.549
dalgggoci,닭꼬치,70.0,12.8982,12.348700000000001,7.895999999999999,8.582699999999999,287.26109999999994
dwaejigalbi,돼지갈비,100.0,7.6005,19.947599999999998,14.7006,5.0112000000000005,344.8854
ddeoggalbi,떡갈비,250.0,26.6075,43.085,51.575,12.4875,838.8375
bulgogi,불고기,150.0,13.054800000000002,32.9032,21.78,1.0956000000000001,632.5353999999998
sogobcanggui,소곱창구이,150.0,6.507,35.616,51.708,0.0,332.71799999999996
soyangnyeomgalbigui,소양념갈비구이,300.0,27.74475,61.97065000000001,66.4753,14.3075,1272.3438500000002
sobulgogi,소불고기,200.0,19.6327,14.223399999999998,4.6797,9.490499999999999,828.1510999999998
yangnyeomwanggalbi,양념왕갈비,150.0,15.036,29.332500000000003,33.706500000000005,8.352,533.1929999999999
haembeogeoseuteikeu,햄버거스테이크,200.0,21.35,24.924,28.052,0.0,920.262
hunjeori,훈제오리,250.0,11.8275,38.1575,64.6525,6.245000000000001,1216.9750000000001
cikinderiyaggi,치킨데리야끼,340.0,50.72960000000001,47.340799999999994,32.192,3.6409599999999998,865.9775999999999
cikinwing,치킨윙,100.0,9.965,11.405,14.23,2.4462,351.394
deodeoggui,더덕구이,100.0,31.78,5.802,5.621,10.8475,745.78
yangbaecugui,양배추구이,100.0,7.621,2.711,2.651,0.8420000000000001,242.337
dubugui,두부구이,100.0,1.527,9.411,6.267,0.0,164.39
samcigui,삼치구이,200.0,8.475299999999999,37.827000000000005,18.008999999999997,0.0,797.7096000000003
gajamijeon,가자미전,150.0,6.684,29.9715,7.123499999999999,0.0,814.374
guljeon,굴전,100.0,13.922,12.563,9.067,0.0,331.021
dongtaejeon,동태전,150.0,11.47718,19.866989999999998,16.14041,0.0,672.9765899999999
haemulpajeon,해물파전,150.0,27.676160000000003,12.9352,12.56736,0.0,356.42632000000003
donggeurangddaeng,동그랑땡,150.0,14.705999999999998,19.674,18.723000000000006,0.0,579.8100000000001
haembucim,햄부침,100.0,9.733,13.067,15.481,0.0,774.678
yugjeon,육전,100.0,6.724,19.582,9.514,0.299,248.684
gamjajeon,감자전,200.0,53.811800000000005,9.6691,13.613499999999998,0.0,456.5301
gocujeon,고추전,150.0,17.7765,13.937999999999999,14.8605,0.747,359.8845
gimcijeon,김치전,150.0,32.0688,13.172799999999999,12.4784,0.0,785.6
ggaesipjeon,깻잎전,150.0,16.6515,18.297,24.6405,0.747,464.9355
nogdubindaeddeog,녹두빈대떡,100.0,18.637,9.956,8.321,0.0,246.031
minarijeon,미나리전,150.0,30.096,6.087000000000001,8.632499999999999,0.0,235.647
baecujeon,배추전,150.0,32.51200000000001,6.409600000000001,10.494400000000002,0.0,355.976
beoseosjeon,버섯전,150.0,18.6075,11.934,12.93,0.747,307.923
bucujeon,부추전,150.0,32.0115,7.141500000000001,9.5025,0.0,255.1605
yacaejeon,야채전,100.0,24.971,4.946,8.78,0.0,322.923
pajeon,파전,150.0,37.455,7.726500000000001,12.0375,0.0,337.998
hobagbucimgae,호박부침개,100.0,8.671,3.37,9.235,0.0,172.027
hobagjeon,호박전,150.0,16.557,6.589500000000001,14.4195,0.0,274.63050000000004
dalgyalmali,달걀말이,100.0,4.668,12.044,11.232,0.0,323.323
dububucim,두부부침,100.0,4.288,9.922,8.755,0.0,199.833
dubujeon,두부전,150.0,8.078,18.655,18.025,0.0,500.528
geonsaeuboggeum,건새우볶음,20.0,4.813,7.221800000000002,2.2963999999999998,2.70256,193.088
nagjiboggeum,낙지볶음,200.0,23.512,17.866000000000003,3.0,6.7,868.8839999999999
myeolciboggeum,멸치볶음,20.0,5.693,6.9704000000000015,2.0423999999999998,3.4330800000000004,274.09599999999995
eomugboggeum,어묵볶음,150.0,36.279,18.037499999999994,8.083499999999997,4.473000000000001,1283.8274999999999
ojingeoboggeum,오징어볶음,200.0,27.42,20.43199999999999,6.842,9.280000000000001,1025.86
ojingeocaeboggeum,오징어채볶음,20.0,7.004600000000001,5.394000000000001,0.6852,1.3477000000000001,240.964
juggumiboggeum,주꾸미볶음,200.0,21.692,20.156000000000002,6.11,6.7,969.8839999999999
haemulboggeum,해물볶음,400.0,36.5332,37.483200000000004,15.3178,7.657,1647.0188000000003
gamjaboggeum,감자볶음,50.0,8.23,1.3435,2.5335000000000005,0.498,219.935
gimciboggeum,김치볶음,200.0,21.828000000000003,5.288,12.133999999999999,8.964,1513.4099999999996
ggaesipnamulboggeum,깻잎나물볶음,200.0,17.328,8.032,16.372,0.2,1046.426
